,type,year,title,trim,price,mileage
8974,used,2014,Mercedes-Benz C-Class ,C250 Luxury ,16000,52242
8975,used,2015,BMW 4 Series ,428i SULEV ,20000,52660
8976,used,2017,BMW 3 Series ,330i SULEV ,26000,18212
8977,used,2011,Audi A4 ,2.0T Premium ,9000,112698
8978,used,2015,BMW 7 Series ,750Li ,42000,49295
8979,used,2016,Jeep Wrangler ,Unlimited Rubicon ,35000,17933
8980,used,2000,Chevrolet Silverado 2500 ,HD LS ,9000,108805
8981,used,2015,BMW 3 Series ,328i SULEV ,23000,14661
8982,used,2014,BMW 3 Series ,328i SULEV ,18000,40770
8983,used,2015,BMW 3 Series ,328d xDrive ,29300,50632
8984,used,2013,BMW X5 ,xDrive35d ,24788,55663
8985,used,2015,BMW i3 ,w/Range Extender ,16000,44939
8986,used,2015,BMW 5 Series ,528i ,27000,29094
8987,used,2016,BMW i3 ,w/Range Extender ,25000,10821
8988,used,2015,BMW 3 Series ,335i ,32000,25568
8989,used,2015,BMW 4 Series Gran Coupe ,428i SULEV ,23898,87540
8990,used,2011,Mercedes-Benz E-Class ,E350 ,16999,77177
8991,used,2015,BMW 3 Series ,328i SULEV ,19500,60575
8992,used,2015,BMW 3 Series ,328i xDrive ,25000,30789
8993,used,2015,BMW 3 Series ,328i SULEV ,21900,51214
8994,used,2016,BMW i3 ,w/Range Extender ,21800,48996
8995,used,2017,BMW X1 ,xDrive28i ,36000,3699
8996,used,2015,BMW 3 Series ,335i ,30500,25943
8997,used,2011,Jeep Liberty ,Sport ,10888,75878
8998,used,2015,BMW 3 Series ,335i ,32000,25568
8999,used,2015,BMW 4 Series Gran Coupe ,428i SULEV ,23898,87540
9000,used,2011,Mercedes-Benz E-Class ,E350 ,16999,77177
9001,used,2012,BMW 1 Series ,128i ,13741,52126
9002,used,2008,Acura MDX ,Base ,16000,71292
9003,used,2015,BMW 3 Series ,328i SULEV ,19500,60575
9004,used,2015,BMW 3 Series ,328i xDrive ,25000,30789
9005,used,2017,BMW M3 ,Base ,66500,5537
9006,used,2015,BMW 3 Series ,328i SULEV ,21900,51214
9007,used,2015,BMW 5 Series ,528i ,27000,29094
9008,used,2016,BMW i3 ,w/Range Extender ,25000,10821
9009,used,2015,BMW M4 ,Base ,48500,32688
9010,used,2014,BMW 5 Series ,535i ,26991,28213
9011,used,2017,BMW X5 ,xDrive35d ,54000,4701
9012,used,2018,BMW X4 ,M40i ,49000,7039
9013,used,2016,BMW i3 ,w/Range Extender ,21800,48996
9014,used,2017,BMW X1 ,xDrive28i ,36000,3699
9015,used,2017,BMW i3 ,w/Range Extender ,33500,16129
9016,used,2012,BMW 6 Series ,650i ,29779,44126
9017,used,2012,Jeep Grand Cherokee ,Laredo ,19563,49835
9018,used,2013,BMW 7 Series ,750Li xDrive ,28500,99628
9019,used,2013,BMW 1 Series ,135i ,20548,63522
9020,used,2015,BMW 4 Series Gran Coupe ,428i SULEV ,25500,40683
9021,used,2014,BMW 6 Series Gran Coupe ,640i xDrive ,31500,66052
9022,used,2015,BMW 3 Series ,328i ,20000,37132
9023,used,2007,Dodge Nitro ,SLT ,6985,113237
9024,used,2003,Saturn L-Series ,LW300 ,3395,109000
9025,used,2016,Chevrolet Impala Limited ,LTZ Fleet ,12785,34601
9026,used,2012,GMC Terrain ,SLE-1 ,12285,62743
9027,used,2011,Lexus RX 350 ,Base ,14785,124577
9028,used,2015,Nissan Sentra ,SV ,11495,22563
9029,used,2008,Volkswagen Jetta ,SE ,5485,96075
9030,used,2007,Toyota Camry ,LE V6 ,6495,149251
9031,used,2014,Honda Odyssey ,EX-L ,20485,57574
9032,used,2006,Saturn VUE ,Base ,5985,87620
9033,used,2015,Nissan Rogue Select ,S ,12795,40936
9034,used,2011,Audi Q5 ,2.0T Premium quattro ,15385,74116
9035,used,2011,Hyundai Genesis ,3.8 ,12345,60218
9036,used,2007,Lexus ES 350 ,Base ,8885,117963
9037,used,2011,Toyota Corolla ,LE ,8995,78323
9038,used,2015,Volkswagen Beetle Convertible ,1.8T PZEV ,15485,40281
9039,used,2011,Volkswagen GTI ,Autobahn ,11485,98700
9040,used,2013,Subaru XV Crosstrek ,Premium ,14885,78480
9041,new,2018,Honda Civic ,Touring ,27695,0
9042,new,2018,Honda HR-V ,LX ,21465,4
9043,new,2018,Honda Civic ,Touring ,27695,1
9044,new,2018,Honda Civic ,Touring ,27695,1
9045,new,2018,Honda HR-V ,LX ,21465,3
9046,new,2018,Honda Civic ,EX-L w/Navigation ,25895,5
9047,new,2018,Honda Clarity ,Touring Plug-In Hybrid ,37495,1
9048,new,2018,Honda Civic ,LX ,20245,5
9049,new,2017,Honda Pilot ,Elite w/Navigation and Rear Entertainment System ,48160,12
9050,new,2018,Honda Civic ,EX-L ,24895,5
9051,new,2018,Honda Pilot ,EX-L ,37735,6
9052,new,2018,Honda Accord ,LX ,24465,5
9053,new,2019,Honda Odyssey ,EX-L w/Navigation and Rear Entertainment System ,40605,5
9054,new,2018,Honda Pilot ,EX-L w/Navigation ,38735,5
9055,new,2018,Honda Accord ,Sport ,26675,5
9056,new,2018,Honda Accord ,LX ,24465,5
9057,new,2018,Honda Pilot ,EX-L ,37735,5
9058,new,2018,Honda Pilot ,EX-L ,37735,6
9059,new,2018,Honda Pilot ,EX-L ,37735,5
9060,new,2018,Honda Accord ,Sport ,26670,5
9061,new,2019,Honda Fit ,LX ,17885,5
9062,new,2018,Honda Accord ,Touring ,34690,5
9063,new,2018,Honda Civic ,Touring ,27695,5
9064,new,2019,Honda Odyssey ,EX ,35055,6
9065,new,2018,Honda CR-V ,LX ,25125,6
9066,new,2018,Honda Civic ,LX ,20635,0
9067,new,2018,Honda Accord ,LX ,24460,5
9068,new,2018,Honda Accord ,LX ,24465,5
9069,new,2019,Honda Odyssey ,EX-L ,38605,6
9070,new,2018,Honda Pilot ,EX-L ,37755,6
9071,new,2018,Honda Pilot ,EX-L ,37735,5
9072,new,2018,Honda HR-V ,LX ,22865,0
9073,new,2018,Honda Accord ,EX-L ,30860,6
9074,new,2019,Honda Odyssey ,EX-L ,38605,0
9075,new,2019,Honda Ridgeline ,RTL-T ,39875,5
9076,new,2018,Honda Accord ,Sport ,26675,5
9077,new,2018,Honda Accord ,LX ,24465,7
9078,new,2018,Honda Accord ,Sport ,26675,5
9079,new,2019,Honda Ridgeline ,Sport ,34365,6
9080,new,2018,Honda CR-V ,LX ,25125,6
9081,new,2019,Honda Odyssey ,LX ,31085,6
9082,new,2018,Honda Ridgeline ,RTL-T ,38955,5
9083,new,2019,Honda Fit ,LX ,17885,5
9084,new,2018,Honda Accord ,LX ,24460,5
9085,new,2018,Honda Accord ,LX ,24465,5
9086,new,2019,Honda Odyssey ,EX-L ,38605,6
9087,new,2018,Honda Pilot ,EX-L ,37755,6
9088,new,2018,Honda Pilot ,EX-L ,37735,5
9089,new,2018,Honda HR-V ,LX ,22865,0
9090,new,2018,Honda Accord ,EX-L ,30860,6
9091,new,2019,Honda Odyssey ,EX-L ,38605,0
9092,new,2019,Honda Ridgeline ,RTL-T ,39875,5
9093,new,2018,Honda Accord ,Sport ,26675,5
9094,new,2018,Honda Accord ,LX ,24465,7
9095,new,2018,Honda Accord ,Sport ,26675,5
9096,new,2019,Honda Ridgeline ,Sport ,34365,6
9097,new,2018,Honda CR-V ,LX ,25125,6
9098,new,2019,Honda Odyssey ,LX ,31085,6
9099,new,2018,Honda Ridgeline ,RTL-T ,38955,5
9100,new,2019,Honda Fit ,LX ,17885,5
9101,new,2018,Honda Accord ,LX ,24460,5
9102,new,2018,Honda Accord ,Touring ,36690,6
9103,new,2018,Honda Accord ,EX-L ,30860,12
9104,new,2018,Honda Civic ,LX ,20530,5
9105,new,2018,Honda Accord ,Sport ,26675,5
9106,new,2018,Honda Accord ,LX ,24465,5
9107,new,2018,Honda Civic ,Touring ,27320,1
9108,new,2018,Honda Accord ,LX ,24465,5
9109,new,2018,Honda Civic ,LX ,20530,5
9110,new,2018,Honda Pilot ,EX-L w/Rear Entertainment System ,39335,5
9111,new,2018,Honda Accord ,LX ,24460,5
9112,new,2018,Honda Accord ,EX-L w/Navi ,31865,6
9113,new,2018,Honda Accord ,EX-L ,32860,7
9114,new,2018,Honda Civic ,LX ,20530,5
9115,new,2018,Honda Accord ,EX ,28365,7
9116,new,2019,Honda Ridgeline ,RTL-E ,42915,5
9117,new,2018,Honda Accord ,Sport ,26670,682
9118,new,2018,Honda CR-V ,LX ,25245,5
9119,new,2018,Honda Accord ,EX-L ,32860,7
9120,new,2018,Honda Accord ,Sport ,26670,5
9121,new,2018,Honda Civic ,LX ,20530,5
9122,new,2018,Honda Accord ,EX-L ,30865,5
9123,new,2019,Honda Odyssey ,EX ,35055,5
9124,new,2018,Honda Civic ,LX ,20635,7
9125,new,2018,Honda HR-V ,EX ,23515,6
9126,new,2018,Honda Ridgeline ,RTL-T ,38955,5
9127,new,2019,Honda Odyssey ,EX-L ,38605,7
9128,new,2019,Honda Odyssey ,EX ,35055,5
9129,new,2018,Honda CR-V ,LX ,25245,6
9130,new,2018,Honda Ridgeline ,RTL-T ,39055,6
9131,new,2019,Honda Odyssey ,EX-L ,38605,6
9132,new,2018,Honda Pilot ,EX-L ,37735,5
9133,new,2019,Honda Odyssey ,EX-L w/Navigation and Rear Entertainment System ,40605,6
9134,new,2018,Honda Pilot ,Touring w/Navigation and Rear Entertainment System ,44865,8
9135,new,2018,Honda Accord ,EX-L ,32860,5
9136,new,2019,Honda Odyssey ,EX-L ,38605,5
9137,new,2018,Honda Accord ,EX-L ,32860,5
9138,new,2018,Honda Civic ,LX ,20530,5
9139,new,2018,Honda Accord ,EX-L ,30865,5
9140,new,2019,Honda Odyssey ,EX ,35055,5
9141,new,2018,Honda Civic ,LX ,20635,7
9142,new,2018,Honda HR-V ,EX ,23515,6
9143,new,2018,Honda Ridgeline ,RTL-T ,38955,5
9144,new,2019,Honda Odyssey ,EX-L ,38605,7
9145,new,2019,Honda Odyssey ,EX ,35055,5
9146,new,2018,Honda CR-V ,LX ,25245,6
9147,new,2018,Honda Ridgeline ,RTL-T ,39055,6
9148,new,2019,Honda Odyssey ,EX-L ,38605,6
9149,new,2018,Honda Pilot ,EX-L ,37735,5
9150,new,2019,Honda Odyssey ,EX-L w/Navigation and Rear Entertainment System ,40605,6
9151,new,2018,Honda Pilot ,Touring w/Navigation and Rear Entertainment System ,44865,8
9152,new,2018,Honda Accord ,EX-L ,32860,5
9153,new,2019,Honda Odyssey ,EX-L ,38605,5
9154,new,2018,Honda Accord ,EX-L ,32860,5
9155,new,2018,Honda Pilot ,EX-L ,37755,0
9156,new,2018,Honda Accord ,EX-L ,32860,6
9157,new,2018,Honda CR-V ,LX ,25245,5
9158,new,2018,Honda CR-V ,LX ,25245,12
9159,new,2018,Honda Pilot ,EX-L w/Rear Entertainment System ,39335,5
9160,new,2019,Honda Fit ,LX ,17885,5
9161,new,2019,Honda Odyssey ,EX-L ,38605,5
9162,new,2018,Honda Accord ,Sport ,26675,5
9163,new,2018,Honda Civic ,Touring ,27695,5
9164,new,2018,Honda Ridgeline ,RTL-E ,42695,20
9165,new,2018,Honda Accord ,EX-L w/Navi ,33860,5
9166,new,2019,Honda Odyssey ,EX-L ,38605,5
9167,new,2018,Honda Accord ,EX-L w/Navi ,33860,5
9168,new,2018,Honda Accord ,EX-L ,32860,5
9169,new,2019,Honda Odyssey ,LX ,31085,6
9170,new,2018,Honda CR-V ,LX ,25245,5
9171,new,2018,Honda Accord ,EX-L ,30865,5
9172,new,2018,Honda Accord ,Sport ,26675,5
9173,new,2019,Honda Odyssey ,EX-L ,38585,40
9174,new,2018,Honda Civic ,LX ,20530,5
9175,new,2018,Honda Accord ,EX-L ,30860,5
9176,new,2018,Honda Accord ,LX ,24465,5
9177,new,2019,Honda Odyssey ,EX-L w/Navigation and Rear Entertainment System ,40605,5
9178,new,2018,Honda CR-V ,LX ,25245,5
9179,new,2018,Honda Pilot ,EX-L w/Honda Sensing ,38735,6
9180,new,2018,Honda Accord ,EX-L ,32860,5
9181,new,2019,Honda Fit ,LX ,17880,5
9182,new,2018,Honda CR-V ,LX ,25245,5
9183,new,2018,Honda Accord ,LX ,24460,6
9184,new,2018,Honda Civic ,EX ,22235,6
9185,new,2018,Honda Civic ,LX ,20530,5
9186,new,2018,Honda Accord ,EX-L w/Navi ,31860,5
9187,new,2018,Honda Accord ,EX-L w/Navi ,31860,16
9188,new,2018,Honda Accord ,EX-L ,32860,6
9189,new,2018,Honda CR-V ,LX ,25245,5
9190,new,2018,Honda CR-V ,LX ,25245,12
9191,new,2018,Honda Pilot ,EX-L w/Rear Entertainment System ,39335,5
9192,new,2018,Honda Accord ,EX-L ,30860,5
9193,new,2018,Honda Accord ,LX ,24465,5
9194,new,2019,Honda Odyssey ,EX-L w/Navigation and Rear Entertainment System ,40605,5
9195,new,2018,Honda CR-V ,LX ,25245,5
9196,new,2018,Honda Pilot ,EX-L w/Honda Sensing ,38735,6
9197,new,2018,Honda Accord ,EX-L ,32860,5
9198,new,2019,Honda Fit ,LX ,17880,5
9199,new,2018,Honda CR-V ,LX ,25245,5
9200,new,2018,Honda Accord ,LX ,24460,6
9201,new,2018,Honda Civic ,EX ,22235,6
9202,new,2018,Honda Civic ,LX ,20530,5
9203,new,2018,Honda Accord ,EX-L w/Navi ,31860,5
9204,new,2018,Honda Accord ,EX-L w/Navi ,31860,16
9205,new,2018,Honda Accord ,EX-L ,32860,6
9206,new,2018,Honda CR-V ,LX ,25245,5
9207,new,2018,Honda CR-V ,LX ,25245,12
9208,new,2018,Honda Pilot ,EX-L w/Rear Entertainment System ,39335,5
9209,new,2019,Honda Fit ,LX ,17885,5
9210,new,2019,Honda Odyssey ,EX-L ,38605,5
9211,new,2018,Honda Accord ,Sport ,26675,5
9212,new,2018,Honda Civic ,Touring ,27695,5
9213,new,2018,Honda Ridgeline ,RTL-E ,42695,20
9214,new,2018,Honda Accord ,EX-L w/Navi ,33860,5
9215,new,2019,Honda Odyssey ,EX-L ,38605,5
9216,new,2018,Honda Accord ,EX-L w/Navi ,33860,5
9217,new,2018,Honda Accord ,EX-L ,32860,5
9218,new,2019,Honda Odyssey ,LX ,31085,6
9219,new,2018,Honda CR-V ,LX ,25245,5
9220,new,2018,Honda Accord ,EX-L ,30865,5
9221,new,2018,Honda Accord ,Sport ,26675,5
9222,new,2019,Honda Odyssey ,EX-L ,38585,40
9223,new,2018,Honda HR-V ,LX ,21445,5
9224,new,2018,Honda Civic ,EX-T ,23395,5
9225,new,2018,Honda Civic ,LX ,20635,8
9226,new,2018,Honda Pilot ,EX-L ,37755,5
9227,new,2018,Honda Civic ,EX-L ,24895,5
9228,new,2018,Honda Accord ,Sport ,26675,5
9229,new,2018,Honda Accord ,LX ,24465,5
9230,new,2018,Honda Accord ,LX ,24460,5
9231,new,2019,Honda Ridgeline ,RTL-E ,42915,5
9232,new,2018,Honda Accord ,Sport ,26670,682
9233,new,2017,Honda Pilot ,EX-L w/Navigation ,40345,7
9234,new,2018,Honda Civic ,Sport ,22645,7
9235,new,2017,Honda Pilot ,Elite w/Navigation and Rear Entertainment System ,48195,5
9236,new,2017,Honda Accord ,Touring V-6 ,35805,5
9237,new,2018,Honda Accord ,Sport ,26675,5
9238,new,2017,Honda Pilot ,Touring w/Navigation and Rear Entertainment System ,44560,11
9239,new,2018,Honda Civic ,EX-T ,23395,1
9240,new,2018,Honda CR-V ,EX-L ,30545,1
9241,new,2019,Honda Ridgeline ,RTL-E ,42915,1
9242,new,2018,Honda CR-V ,EX ,28045,0
9243,new,2018,Honda CR-V ,EX ,28045,1
9244,new,2019,Honda Ridgeline ,Sport ,34385,1
9245,new,2018,Honda Civic ,LX ,20635,0
9246,new,2018,Honda Odyssey ,Elite ,47610,6
9247,new,2019,Honda Odyssey ,Elite ,47965,5
9248,new,2018,Honda Odyssey ,Elite ,47610,6
9249,new,2018,Honda Odyssey ,Elite ,47745,7
9250,new,2018,Honda Pilot ,EX ,34325,6
9251,new,2019,Honda Odyssey ,Elite ,47965,6
9252,new,2019,Honda Odyssey ,Elite ,47965,6
9253,new,2018,Honda Pilot ,EX ,34325,0
9254,new,2017,Honda Pilot ,Elite w/Navigation and Rear Entertainment System ,48195,5
9255,new,2017,Honda Accord ,Touring V-6 ,35805,5
9256,new,2018,Honda Civic ,Sport ,22645,7
9257,new,2017,Honda Pilot ,Touring w/Navigation and Rear Entertainment System ,44560,11
9258,new,2017,Honda Pilot ,EX-L w/Navigation ,40345,7
9259,new,2018,Honda Civic ,LX ,20940,6
9260,new,2018,Honda Pilot ,LX ,31895,6
9261,new,2018,Honda Clarity ,Touring Plug-In Hybrid ,37495,5
9262,new,2018,Honda Accord ,Touring ,34690,5
9263,new,2018,Honda Accord ,Touring ,34690,5
9264,new,2018,Honda Accord ,Sport ,26670,6
9265,new,2018,Honda Accord ,EX ,28365,5
9266,new,2018,Honda Accord ,LX ,24465,5
9267,new,2018,Honda Accord ,EX ,28365,6
9268,new,2018,Honda CR-V ,Touring ,33625,5
9269,new,2018,Honda Accord ,EX ,28365,0
9270,new,2018,Honda Accord ,Touring ,34690,5
9271,new,2018,Honda Accord ,Touring ,34690,5
9272,new,2019,Honda Odyssey ,EX-L ,38605,5
9273,new,2018,Honda Accord ,Touring ,34690,6
9274,new,2018,Honda Clarity ,Plug-In Hybrid ,34290,5
9275,new,2018,Honda Civic ,LX ,20940,6
9276,new,2018,Honda Clarity ,Touring Plug-In Hybrid ,37490,5
9277,new,2019,Honda Insight ,EX ,24955,5
9278,new,2018,Honda Accord ,Touring ,34690,15
9279,new,2018,Honda Accord ,Touring ,34695,5
9280,new,2018,Honda Civic ,LX ,20940,5
9281,new,2018,Honda Accord ,EX ,28365,5
9282,new,2019,Honda Insight ,LX ,23725,1
9283,new,2018,Honda Accord ,EX-L ,30865,6
9284,new,2018,Honda Accord ,Touring ,34690,68
9285,new,2018,Honda Accord ,Touring ,34690,5
9286,new,2018,Honda Accord ,Touring ,34690,5
9287,new,2018,Honda CR-V ,EX ,28045,1
9288,new,2019,Honda Odyssey ,EX-L ,38605,5
9289,new,2018,Honda Accord ,LX ,24465,5
9290,new,2018,Honda Pilot ,EX-L w/Rear Entertainment System ,41255,5
9291,new,2018,Honda CR-V ,Touring ,33745,5
9292,new,2018,Honda Clarity ,Touring Plug-In Hybrid ,37490,5
9293,new,2018,Honda Accord ,Touring ,34690,5
9294,new,2018,Honda Clarity ,Plug-In Hybrid ,34290,5
9295,new,2018,Honda Accord ,Touring ,34690,5
9296,new,2018,Honda Clarity ,Touring Plug-In Hybrid ,37490,5
9297,new,2019,Honda Odyssey ,EX-L ,38605,0
9298,new,2018,Honda Pilot ,EX-L w/Rear Entertainment System ,41255,5
9299,new,2018,Honda Pilot ,Touring w/Navigation and Rear Entertainment System ,44865,5
9300,new,2018,Honda Accord ,Touring ,34690,5
9301,new,2018,Honda Clarity ,Touring Plug-In Hybrid ,37490,5
9302,new,2019,Honda Odyssey ,EX-L ,38605,0
9303,new,2018,Honda Pilot ,EX-L w/Rear Entertainment System ,41255,5
9304,new,2018,Honda Pilot ,Touring w/Navigation and Rear Entertainment System ,44865,5
9305,new,2019,Honda Odyssey ,Touring ,45655,5
9306,new,2018,Honda Clarity ,Touring Plug-In Hybrid ,37490,5
9307,new,2018,Honda Accord ,Sport ,31205,6
9308,new,2018,Honda Accord ,Sport ,26670,6
9309,new,2018,Honda Civic ,LX ,20940,5
9310,new,2018,Honda Pilot ,Touring w/Navigation and Rear Entertainment System ,44865,6
9311,new,2018,Honda Clarity ,Touring Plug-In Hybrid ,37490,5
9312,new,2018,Honda Accord ,Touring ,34690,5
9313,new,2018,Honda Clarity ,Touring Plug-In Hybrid ,37490,0
9314,new,2018,Honda CR-V ,EX-L ,30545,1
9315,new,2018,Honda Accord ,EX-L ,30860,6
9316,new,2018,Honda CR-V ,EX ,28045,1
9317,new,2018,Honda Clarity ,Touring Plug-In Hybrid ,37490,5
9318,new,2018,Honda Accord ,Sport ,31205,5
9319,new,2018,Honda Pilot ,EX-L ,39655,5
9320,new,2018,Honda CR-V ,EX ,28045,7
9321,new,2019,Honda Odyssey ,EX-L ,38605,6
9322,new,2018,Honda Accord ,EX ,28365,0
9323,new,2018,Honda Accord ,EX-L ,30860,5
9324,new,2018,Honda CR-V ,Touring ,33745,5
9325,new,2018,Honda Accord ,Touring ,34695,5
9326,new,2018,Honda Accord ,Touring ,34695,6
9327,new,2018,Honda CR-V ,EX ,28045,7
9328,new,2019,Honda Odyssey ,EX-L ,38605,0
9329,new,2019,Honda Odyssey ,EX-L ,38605,7
9330,new,2018,Honda Accord ,Touring ,34675,6
9331,new,2018,Honda Accord ,EX-L ,30860,28
9332,new,2018,Honda Accord ,Sport ,26675,5
9333,new,2018,Honda Clarity ,Touring Plug-In Hybrid ,37490,5
9334,new,2018,Honda CR-V ,LX ,26645,6
9335,new,2018,Honda CR-V ,LX ,26645,6
9336,new,2018,Honda Accord ,EX-L ,30860,28
9337,new,2018,Honda Accord ,Sport ,26675,5
9338,new,2018,Honda Clarity ,Touring Plug-In Hybrid ,37490,5
9339,new,2018,Honda CR-V ,LX ,26645,6
9340,new,2018,Honda CR-V ,LX ,26645,6
9341,new,2018,Honda CR-V ,EX ,28045,0
9342,new,2018,Honda Civic ,LX ,20940,16
9343,new,2018,Honda Clarity ,Touring Plug-In Hybrid ,37490,5
9344,new,2018,Honda Accord ,LX ,24460,6
9345,new,2019,Honda Odyssey ,EX-L ,38605,5
9346,new,2018,Honda Accord ,Touring ,34675,0
9347,new,2018,Honda Accord ,Touring ,34690,5
9348,new,2018,Honda Pilot ,EX-L ,39655,5
9349,new,2018,Honda Accord ,Sport ,26675,5
9350,new,2019,Honda Odyssey ,EX-L ,38605,0
9351,new,2018,Honda Accord ,Touring ,34695,5
9352,new,2018,Honda Pilot ,EX ,34325,0
9353,new,2018,Honda Accord ,EX-L ,30860,5
9354,new,2018,Honda Accord ,Touring ,34695,5
9355,new,2018,Honda Clarity ,Touring Plug-In Hybrid ,37490,6
9356,new,2018,Honda Accord ,Touring ,34690,5
9357,new,2018,Honda Clarity ,Plug-In Hybrid ,34295,5
9358,new,2018,Honda CR-V ,EX ,28045,0
9359,new,2019,Honda Odyssey ,EX-L w/Navigation and Rear Entertainment System ,40605,5
9360,new,2019,Honda Odyssey ,EX-L ,38605,5
9361,new,2018,Honda CR-V ,Touring ,33625,5
9362,new,2018,Honda Accord ,Touring ,34690,5
9363,new,2019,Honda Odyssey ,EX-L w/Navigation and Rear Entertainment System ,40605,5
9364,new,2018,Honda Clarity ,Touring Plug-In Hybrid ,37490,5
9365,new,2019,Honda Odyssey ,EX-L ,38605,0
9366,new,2018,Honda Civic ,LX ,20940,5
9367,new,2018,Honda CR-V ,LX ,26645,0
9368,new,2018,Honda Clarity ,Plug-In Hybrid ,34290,7
9369,new,2018,Honda Accord ,Touring ,34690,6
9370,new,2019,Honda Odyssey ,Elite ,47965,6
9371,new,2018,Honda Odyssey ,Elite ,47610,6
9372,new,2018,Honda Odyssey ,Elite ,47645,6
9373,new,2018,Honda Odyssey ,Elite ,47610,6
9374,new,2019,Honda Odyssey ,Elite ,47965,5
9375,new,2018,Honda Pilot ,EX ,34325,6
9376,new,2018,Honda Pilot ,EX ,34325,5
9377,new,2019,Honda Odyssey ,Elite ,47965,6
9378,new,2018,Honda Odyssey ,Elite ,47645,16
9379,new,2018,Honda Pilot ,EX ,34325,0
9380,new,2019,Honda Odyssey ,Elite ,47965,5
9381,new,2018,Honda Odyssey ,Elite ,47610,6
9382,new,2018,Honda Odyssey ,Elite ,47745,7
9383,used,2016,Honda Civic ,EX ,17991,31593
9384,used,2016,Ford Mustang ,GT Premium ,27452,21878
9385,used,2014,GMC Acadia ,Denali ,24582,57004
9386,certified,2015,Honda Accord ,Sport ,16482,47191
9387,certified,2017,Honda Accord ,EX ,22183,11608
9388,used,2013,Honda Accord ,EX ,13991,65010
9389,certified,2016,Honda Accord ,EX ,18982,38994
9390,certified,2015,Honda Accord ,EX ,17482,27733
9391,certified,2016,Honda Accord ,EX-L V-6 ,23411,15110
9392,certified,2015,Honda Accord ,EX-L V-6 ,18982,54916
9393,certified,2015,Honda Civic ,LX ,14892,24228
9394,used,2016,Honda Civic ,Touring ,21981,13769
9395,certified,2015,Honda CR-V ,EX-L ,22582,23858
9396,certified,2015,Honda CR-V ,EX-L ,21981,29991
9397,used,2017,Ford Fusion ,SE ,15811,34088
9398,used,2016,Honda Pilot ,LX ,25881,10892
9399,used,2010,Lexus ES 350 ,Base ,10982,107331
9400,certified,2015,Honda Civic ,LX ,14482,29045
9401,certified,2015,Honda Civic ,SE ,14482,38498
9402,used,2013,Ford Fusion ,SE ,12982,51783
9403,used,2016,Honda Odyssey ,EX-L w/Rear Entertainment ,22981,66396
9404,used,2011,Kia Soul ,Base ,6991,84615
9405,used,2011,BMW 5 Series ,528i ,13991,87980
9406,certified,2015,Honda CR-V ,EX ,20481,26710
9407,certified,2016,Honda Odyssey ,EX-L w/Rear Entertainment ,27981,35500
9408,used,2005,Ford Mustang ,GT Deluxe ,10981,64042
9409,certified,2016,Honda Civic ,EX-T ,18981,40510
9410,certified,2016,Honda Odyssey ,EX-L ,28481,25215
9411,used,2013,Chrysler 300 ,Base ,11981,99664
9412,used,2016,Chrysler 200 ,C ,14981,30259
9413,used,2016,Nissan Versa ,1.6 SV ,10982,42425
9414,used,2016,Hyundai Accent ,SE ,9783,41515
9415,used,2019,Honda Odyssey ,EX-L ,37591,0
9416,used,2015,Honda CR-V ,LX ,17481,42874
9417,used,2007,INFINITI M35 ,Base ,7981,124592
9418,used,2015,Honda Civic ,SE ,14481,37646
9419,used,2009,Honda Civic ,EX ,6981,158923
9420,used,2015,MINI Cooper ,S ,18981,49109
9421,used,2017,Honda CR-V ,EX-L ,28982,11749
9422,used,2013,Hyundai Elantra ,GLS ,8372,83468
9423,certified,2015,Honda Civic ,EX-L ,16482,42467
9424,certified,2015,Honda Civic ,EX-L ,15481,48033
9425,used,2016,Toyota Highlander ,LE Plus ,27484,21759
9426,used,2015,Toyota Highlander ,XLE ,28383,37706
9427,certified,2016,Honda Odyssey ,EX-L ,27483,25734
9428,certified,2015,Honda Civic ,LX ,14482,34715
9429,used,2018,Jeep Wrangler JK ,Unlimited Sport S ,31981,7146
9430,used,2015,Honda Civic ,EX-L ,14981,62845
9431,used,2015,Honda CR-V ,LX ,17981,34643
9432,used,2013,Jeep Wrangler ,Unlimited Sport ,26981,47429
9433,used,2011,Toyota Sienna ,Limited 7-Passenger ,15981,99570
9434,used,2015,Honda Accord ,LX ,16481,36425
9435,used,2017,Nissan Versa ,1.6 SV ,10283,42010
9436,used,2008,Toyota Camry ,LE ,6981,130687
9437,certified,2015,Honda Civic ,LX ,14481,30982
9438,used,2011,Nissan Murano ,LE ,11981,92347
9439,used,2013,Nissan Murano ,SL ,14481,67599
9440,used,2006,Toyota Sienna ,LE 8-Passenger ,4981,173892
9441,used,2008,Honda Odyssey ,Touring ,9981,87508
9442,used,2012,Honda Accord ,LX-S ,11981,36852
9443,used,2017,Honda Odyssey ,EX-L ,29981,22488
9444,used,2017,Lexus NX 200t ,Base ,30981,24757
9445,used,2008,Hyundai Elantra ,GLS ,4981,123708
9446,used,2016,Honda Odyssey ,SE ,25981,24416
9447,used,2008,Mazda CX-9 ,Grand Touring ,5981,162021
9448,certified,2016,Honda Odyssey ,EX-L ,27981,25089
9449,certified,2016,Honda Odyssey ,EX-L w/Rear Entertainment ,27981,41366
9450,used,2016,Honda CR-V ,SE ,20991,27313
9451,used,2010,BMW 3 Series ,328i ,6981,129909
9452,used,2007,BMW 3 Series ,335i ,7981,106234
